City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Cabinda,AO,2022-11-30 21:13:03,-5.55,12.2,77.34,84,46,5.44
293,Shimoda,JP,2022-11-30 21:13:04,34.6667,138.95,53.1,87,100,11.88
294,Foix,FR,2022-11-30 21:13:04,42.8333,1.5833,38.1,92,7,4.97
295,Upington,ZA,2022-11-30 21:13:05,-28.4478,21.2561,88.41,27,89,13.09
296,Santarem,BR,2022-11-30 21:13:06,-2.4431,-54.7083,82.53,89,20,3.44
297,Gori,GE,2022-11-30 21:13:06,41.9842,44.1158,41.22,94,100,13.13
298,Darnah,LY,2022-11-30 21:13:07,32.767,22.6367,61.34,68,1,22.21
299,Katsuura,JP,2022-11-30 21:13:07,35.1333,140.3,55.17,84,100,17.49
300,Wagga Wagga,AU,2022-11-30 21:13:08,-35.1167,147.3667,67.84,68,5,11.43
301,Upernavik,GL,2022-11-30 21:13:08,72.7868,-56.1549,7.77,90,100,17.18
302,Saurimo,AO,2022-11-30 21:13:09,-9.6608,20.3916,63.97,95,100,2.51
303,Maniitsoq,GL,2022-11-30 21:13:10,65.4167,-52.9,21.52,77,100,35.81
304,Northam,GB,2022-11-30 21:13:10,51.0333,-4.2167,44.26,88,58,7.7
305,Semporna,MY,2022-11-30 21:13:11,4.4818,118.6112,78.49,84,100,2.46
306,Hambantota,LK,2022-11-30 21:09:35,6.1241,81.1185,75.81,90,100,7.2
307,Richmond,US,2022-11-30 21:11:45,37.5538,-77.4603,63.14,84,40,14.97
308,Trairi,BR,2022-11-30 21:11:05,-3.2778,-39.2689,80.04,70,88,11.7
309,Kloulklubed,PW,2022-11-30 21:13:12,7.0419,134.2556,77.5,76,100,16.87
310,San Francisco,US,2022-11-30 21:10:45,37.7749,-122.4194,60.85,62,20,7.0
311,Orchard Homes,US,2022-11-30 21:13:13,46.8633,-114.0484,33.28,77,100,13.8
312,Hualmay,PE,2022-11-30 21:13:13,-11.0964,-77.6139,70.83,75,79,10.31
313,Newport,GB,2022-11-30 21:13:14,51.5877,-2.9984,44.53,76,57,4.23
314,Cherskiy,RU,2022-11-30 21:13:14,68.75,161.3,1.44,95,100,3.0
315,Husavik,IS,2022-11-30 21:13:15,66.0449,-17.3389,41.5,89,100,13.51
316,Egvekinot,RU,2022-11-30 21:13:15,66.3167,-179.1667,9.14,85,43,2.8
317,Klaksvik,FO,2022-11-30 21:13:16,62.2266,-6.589,49.12,94,100,32.23
318,Skibotn,NO,2022-11-30 21:14:16,69.3913,20.2679,31.78,91,86,4.74
319,Dingle,PH,2022-11-30 21:14:17,10.9995,122.6711,75.42,93,98,8.05
320,Turukhansk,RU,2022-11-30 21:14:17,65.8167,87.9833,5.0,95,100,12.62
321,Flinders,AU,2022-11-30 21:14:18,-34.5833,150.8552,66.06,79,100,4.0
322,Gola Bazar,IN,2022-11-30 21:14:18,26.3431,83.3553,61.14,57,0,5.55
323,Hithadhoo,MV,2022-11-30 21:14:19,-0.6,73.0833,80.76,74,69,6.64
324,Tevaitoa,PF,2022-11-30 21:14:19,-16.7833,-151.5,79.68,78,17,13.38
325,Hirara,JP,2022-11-30 21:14:20,24.8,125.2833,72.68,80,100,28.05
326,Hofn,IS,2022-11-30 21:14:20,64.2539,-15.2082,48.07,99,100,22.32
327,Berdigestyakh,RU,2022-11-30 21:14:21,62.0989,126.6992,-19.73,97,100,5.64
328,Yangjiang,CN,2022-11-30 21:14:21,21.85,111.9667,60.57,73,100,11.83
329,Nantucket,US,2022-11-30 21:14:22,41.2835,-70.0995,59.14,93,0,23.02
330,Nikolskoye,RU,2022-11-30 21:14:22,59.7035,30.7861,23.92,90,98,3.65
331,Victor Harbor,AU,2022-11-30 21:14:23,-35.5667,138.6167,55.69,77,9,11.43
332,Wageningen,NL,2022-11-30 21:14:23,51.9667,5.6667,44.11,93,100,4.61
333,Lumding,IN,2022-11-30 21:14:24,25.7535,93.1732,62.06,90,17,1.63
334,Turkmenabat,TM,2022-11-30 21:14:25,39.0733,63.5786,39.34,58,100,10.38
335,North Bend,US,2022-11-30 21:13:09,43.4065,-124.2243,48.92,99,100,14.14
336,Solenzo,BF,2022-11-30 21:14:25,12.1833,-4.0833,80.33,17,34,4.9
337,Mittagong,AU,2022-11-30 21:12:52,-34.45,150.45,58.86,72,100,4.27
338,Tiksi,RU,2022-11-30 21:14:26,71.6872,128.8694,-11.85,100,100,14.43
339,Kampong Cham,KH,2022-11-30 21:14:27,11.9934,105.4635,73.76,87,100,6.11
340,Sosnovo-Ozerskoye,RU,2022-11-30 21:14:27,52.5249,111.5418,-4.18,77,99,15.88
341,Smidovich,RU,2022-11-30 21:14:28,48.6,133.8167,-5.55,79,59,19.26
342,Kaitangata,NZ,2022-11-30 21:14:28,-46.2817,169.8464,58.24,51,12,10.42
343,Nanortalik,GL,2022-11-30 21:14:29,60.1432,-45.2371,29.73,84,100,25.32
344,Kousseri,CM,2022-11-30 21:14:29,12.0769,15.0306,74.32,24,63,8.39
345,Sanctorum,MX,2022-11-30 21:10:31,19.1,-98.25,76.32,19,40,3.44
346,Ambilobe,MG,2022-11-30 21:14:30,-13.2,49.05,76.32,83,97,1.43
347,Alofi,NU,2022-11-30 21:14:30,-19.0595,-169.9187,84.09,70,40,6.91
348,Rio Grande,BR,2022-11-30 21:14:31,-32.035,-52.0986,78.91,82,21,18.54
349,Manta,EC,2022-11-30 21:14:31,-0.95,-80.7333,76.78,71,62,15.35
350,Wasilla,US,2022-11-30 21:14:32,61.5814,-149.4394,19.31,83,0,0.0
351,Toora-Khem,RU,2022-11-30 21:14:32,52.4675,96.11,-21.96,100,88,0.49
352,Petropavlovsk-Kamchatskiy,RU,2022-11-30 21:14:33,53.0452,158.6483,28.99,80,75,4.47
353,Boyuibe,BO,2022-11-30 21:14:33,-20.4167,-63.2833,93.15,26,72,10.2
354,Balikpapan,ID,2022-11-30 21:14:34,-1.2675,116.8289,74.8,92,100,3.42
355,Sangar,RU,2022-11-30 21:14:34,63.9242,127.4739,-35.77,98,99,3.8
356,Vizinga,RU,2022-11-30 21:14:35,61.0749,50.1031,19.29,97,96,4.09
357,Rundu,NA,2022-11-30 21:14:35,-17.9333,19.7667,77.31,31,34,3.83
358,Odessa,UA,2022-11-30 21:13:18,46.4775,30.7326,37.56,72,99,11.18
359,Deputatskiy,RU,2022-11-30 21:14:36,69.3,139.9,-14.66,99,100,3.65
360,Olinda,BR,2022-11-30 21:14:36,-8.0089,-34.8553,78.53,78,75,3.44
361,Chara,RU,2022-11-30 21:14:37,56.9064,118.2631,-21.57,83,100,1.97
362,Villa Carlos Paz,AR,2022-11-30 21:14:37,-31.4241,-64.4978,72.68,74,100,2.84
363,La Ronge,CA,2022-11-30 21:14:38,55.1001,-105.2842,-4.07,78,95,3.49
364,Portree,GB,2022-11-30 21:14:39,57.4129,-6.1942,47.52,95,100,11.52
365,Laguna De Perlas,NI,2022-11-30 21:15:39,12.3429,-83.6712,75.29,87,99,9.89
366,Roald,NO,2022-11-30 21:15:39,62.5833,6.1333,44.33,81,75,10.36
367,Ilirska Bistrica,SI,2022-11-30 21:15:40,45.5697,14.2408,42.46,100,100,9.26
368,Odweyne,SO,2022-11-30 21:15:40,9.4092,45.064,67.44,40,7,4.16
369,Narkanda,IN,2022-11-30 21:15:41,31.2548,77.4613,33.4,35,0,4.63
370,Sundumbili,ZA,2022-11-30 21:15:41,-29.1337,31.3975,65.46,89,0,9.55
371,Aykhal,RU,2022-11-30 21:15:42,66.0,111.5,-30.98,99,98,10.58
372,Fairbanks,US,2022-11-30 21:12:09,64.8378,-147.7164,3.22,78,100,0.0
373,Kamenka,RU,2022-11-30 21:15:42,51.3223,42.7678,22.03,47,1,6.38
374,Bourail,NC,2022-11-30 21:15:43,-21.5667,165.4833,83.64,66,97,6.24
375,Arcata,US,2022-11-30 21:15:44,40.8665,-124.0828,56.01,59,100,21.85
376,Kruisfontein,ZA,2022-11-30 21:15:44,-34.0033,24.7314,64.89,74,5,5.57
377,Santiago Tuxtla,MX,2022-11-30 21:15:45,18.4667,-95.3,81.09,76,63,8.03
378,Puerto Cabezas,NI,2022-11-30 21:15:45,14.0351,-83.3888,85.96,70,40,11.5
379,Bambous Virieux,MU,2022-11-30 21:15:46,-20.3428,57.7575,74.21,83,40,2.3
380,Jambi,ID,2022-11-30 21:15:46,-1.6,103.6167,72.36,98,100,2.82
381,Maues,BR,2022-11-30 21:15:46,-3.3836,-57.7186,84.49,62,85,1.36
382,Honiara,SB,2022-11-30 21:15:47,-9.4333,159.95,81.9,76,83,1.01
383,Mitu,CO,2022-11-30 21:11:40,1.1983,-70.1733,83.68,65,82,4.76
384,Whitecourt,CA,2022-11-30 21:15:48,54.1502,-115.6855,-4.76,77,100,10.36
385,Mulege,MX,2022-11-30 21:15:48,26.8833,-111.9833,72.79,51,14,8.61
386,Saint-Pierre,RE,2022-11-30 21:15:49,-21.3393,55.4781,74.88,64,75,6.91
387,Sinegorye,RU,2022-11-30 21:15:49,62.0788,150.477,-21.08,100,100,4.34
388,Omboue,GA,2022-11-30 21:15:50,-1.5746,9.2618,77.14,89,100,5.84
389,Coquimbo,CL,2022-11-30 21:15:50,-29.9533,-71.3436,65.93,68,100,10.36
390,Aklavik,CA,2022-11-30 21:15:51,68.2191,-135.0107,1.4,78,100,3.44
391,Kalmunai,LK,2022-11-30 21:15:51,7.4167,81.8167,77.04,85,93,1.21
392,Shenkursk,RU,2022-11-30 21:15:52,62.1091,42.896,6.22,98,74,2.39
393,Rocha,UY,2022-11-30 21:14:40,-34.4833,-54.3333,77.34,67,23,16.58
394,Manoel Urbano,BR,2022-11-30 21:15:52,-8.8389,-69.2597,92.46,44,84,4.85
395,Karaidel,RU,2022-11-30 21:15:53,55.8337,56.9069,0.37,100,94,0.65
396,Uppsala,SE,2022-11-30 21:15:53,60.0,17.75,27.91,100,40,0.0
397,Verkhnevilyuysk,RU,2022-11-30 21:15:54,63.4453,120.3167,-32.24,99,100,4.05
398,Namatanai,PG,2022-11-30 21:14:21,-3.6667,152.4333,81.64,75,67,2.89
399,Lavrentiya,RU,2022-11-30 21:15:55,65.5833,-171.0,22.73,90,41,7.9
400,Cidreira,BR,2022-11-30 21:15:55,-30.1811,-50.2056,71.08,91,99,18.12
401,Fare,PF,2022-11-30 21:15:56,-16.7,-151.0167,79.65,78,2,13.27
402,Lakes Entrance,AU,2022-11-30 21:15:56,-37.8811,147.981,59.16,73,56,5.01
403,Galesong,ID,2022-11-30 21:15:56,-5.3166,119.3661,75.22,88,100,4.07
404,Puerto Baquerizo Moreno,EC,2022-11-30 21:12:44,-0.9,-89.6,72.59,78,75,10.36
405,Kungurtug,RU,2022-11-30 21:15:57,50.5994,97.5228,-22.54,98,35,1.36
406,Talas,TR,2022-11-30 21:15:58,38.6908,35.5538,41.67,87,40,1.14
407,Tarrafal,CV,2022-11-30 21:15:58,15.2833,-23.7667,75.79,66,26,16.37
408,Otjiwarongo,NA,2022-11-30 21:15:59,-20.4637,16.6477,76.66,24,1,12.06
409,Nishihara,JP,2022-11-30 21:15:58,26.1842,127.7558,63.68,88,75,17.27
410,Voznesenye,RU,2022-11-30 21:15:59,61.0106,35.4781,21.83,77,100,3.24
411,Wangqing,CN,2022-11-30 21:16:00,43.3218,129.7634,6.17,68,100,11.7
412,Raudeberg,NO,2022-11-30 21:16:00,61.9875,5.1352,42.87,71,11,8.72
413,Jalu,LY,2022-11-30 21:17:01,29.0331,21.5482,59.59,40,0,7.72
414,Puri,IN,2022-11-30 21:17:01,19.8,85.85,70.32,73,8,7.09
415,Yashkul,RU,2022-11-30 21:17:02,46.1711,45.3435,27.23,37,21,13.18
416,Falun,SE,2022-11-30 21:17:02,60.6036,15.626,33.22,95,100,0.81
417,Isiro,CD,2022-11-30 21:17:03,2.7739,27.616,65.73,99,98,2.26
418,Lamar,US,2022-11-30 21:17:03,33.6668,-95.5836,49.98,31,0,6.91
419,Portland,US,2022-11-30 21:12:19,45.5234,-122.6762,48.52,88,75,12.66
420,Uray,RU,2022-11-30 21:17:04,60.1247,64.7758,2.25,98,100,3.15
421,Banepa,NP,2022-11-30 21:17:04,27.6298,85.5214,48.52,87,20,0.0
422,Kitimat,CA,2022-11-30 21:17:05,54.0524,-128.6534,19.9,48,64,1.01
423,Rumoi,JP,2022-11-30 21:17:05,43.9344,141.6428,21.65,80,100,25.79
424,Suozhen,CN,2022-11-30 21:17:06,36.9539,118.1047,17.94,22,1,4.99
425,Tayginka,RU,2022-11-30 21:17:06,55.6244,60.5076,6.3,98,91,3.06
426,Byron Bay,AU,2022-11-30 21:17:07,-28.65,153.6167,59.94,88,100,18.43
427,Loganville,US,2022-11-30 21:12:15,33.839,-83.9007,60.48,51,0,10.36
428,Inhambane,MZ,2022-11-30 21:17:07,-23.865,35.3833,71.8,86,19,9.4
429,Dalbandin,PK,2022-11-30 21:12:19,28.8947,64.4101,59.34,28,100,5.77
430,Kichera,RU,2022-11-30 21:17:08,55.9375,110.0997,-5.37,99,100,2.64
431,Lima,PE,2022-11-30 21:17:09,-12.0432,-77.0282,73.65,57,0,14.97
432,Sundargarh,IN,2022-11-30 21:17:09,22.1167,84.0333,62.31,63,0,4.68
433,Kiunga,PG,2022-11-30 21:17:10,-6.1219,141.2906,72.91,99,100,1.41
434,Livingston,GB,2022-11-30 21:17:10,55.9029,-3.5226,39.88,97,40,1.14
435,Xichang,CN,2022-11-30 21:17:11,27.8964,102.2634,44.4,87,15,2.68
436,Suraabad,AZ,2022-11-30 21:17:11,40.8192,49.4687,41.61,81,100,3.76
437,Souillac,MU,2022-11-30 21:17:12,-20.5167,57.5167,73.78,83,40,2.3
438,Viedma,AR,2022-11-30 21:17:12,-40.8135,-62.9967,65.82,37,66,16.02
439,Quimper,FR,2022-11-30 21:17:13,48.0,-4.1,41.56,93,5,6.91
440,Saint-Georges,GD,2022-11-30 21:16:14,12.0564,-61.7485,82.08,74,20,11.5
441,Siderno,IT,2022-11-30 21:17:14,38.2779,16.302,52.34,83,100,8.99
442,Muisne,EC,2022-11-30 21:17:14,0.6,-80.0333,77.41,76,66,11.12
443,Hervey Bay,AU,2022-11-30 21:17:15,-25.2986,152.8535,69.76,88,100,25.68
444,Tomatlan,MX,2022-11-30 21:17:15,19.9333,-105.25,85.71,53,8,8.16
445,Lowestoft,GB,2022-11-30 21:17:16,52.4752,1.7516,44.85,89,43,7.23
446,Deqing,CN,2022-11-30 21:17:17,30.5448,119.9599,36.95,95,100,4.47
447,Gazojak,TM,2022-11-30 21:17:17,41.1875,61.4036,29.44,57,19,6.58
448,Teya,RU,2022-11-30 21:17:18,60.3778,92.6267,-3.57,97,100,6.26
449,Avera,US,2022-11-30 21:17:18,33.194,-82.5271,68.38,71,52,14.85
450,Mehamn,NO,2022-11-30 21:12:34,71.0357,27.8492,33.75,86,75,4.61
451,Acajutla,SV,2022-11-30 21:17:19,13.5928,-89.8275,82.76,67,15,5.5
452,Saravan,AM,2022-11-30 21:17:20,39.7196,45.6483,37.53,98,100,0.49
453,Beloha,MG,2022-11-30 21:17:20,-25.1667,45.05,70.32,90,100,10.42
454,Bontang,ID,2022-11-30 21:17:21,0.1333,117.5,75.92,88,95,3.98
455,Severobaykalsk,RU,2022-11-30 21:17:21,55.65,109.3167,-3.98,79,100,6.42
456,Ust-Ishim,RU,2022-11-30 21:17:22,57.6935,71.1665,-11.25,95,85,3.6
457,Kaupanger,NO,2022-11-30 21:17:22,61.1845,7.2404,36.09,93,75,3.44
458,Labytnangi,RU,2022-11-30 21:17:23,66.6572,66.4183,-6.3,99,7,1.79
459,Verin,ES,2022-11-30 21:17:23,41.9415,-7.4381,44.56,96,100,2.57
460,Calama,CL,2022-11-30 21:18:24,-22.4667,-68.9333,72.09,12,0,27.63
461,Ussel,FR,2022-11-30 21:18:25,45.55,2.3167,38.28,90,73,7.02
462,Carnot,CF,2022-11-30 21:18:25,4.9409,15.8665,72.81,66,98,3.65
463,Poli,TZ,2022-11-30 21:18:25,-3.3333,36.8,60.94,88,99,3.02
464,Varnavino,RU,2022-11-30 21:18:26,57.4035,45.0916,4.05,97,66,2.89
465,Torbay,CA,2022-11-30 21:18:27,47.6666,-52.7314,23.77,81,20,3.0
466,Mbekenyera,TZ,2022-11-30 21:18:27,-10.0,38.9833,72.73,91,86,6.51
467,Esperance,AU,2022-11-30 21:18:28,-33.8667,121.9,65.25,63,20,13.69
468,Zhezkazgan,KZ,2022-11-30 21:18:28,47.8043,67.7144,19.99,95,100,6.2
469,Bouna,CI,2022-11-30 21:18:28,9.2667,-3.0,82.72,54,100,5.57
470,Arona,ES,2022-11-30 21:18:29,28.0996,-16.681,63.12,75,40,10.36
471,Zyryanka,RU,2022-11-30 21:18:29,65.75,150.85,-15.88,97,100,11.59
472,Tual,ID,2022-11-30 21:18:30,-5.6667,132.75,81.39,80,100,23.82
473,Masty,BY,2022-11-30 21:18:30,53.4122,24.5387,28.31,93,100,6.17
474,Aketi,CD,2022-11-30 21:18:31,2.7388,23.7833,69.42,100,96,2.15
475,Krasnoselkup,RU,2022-11-30 21:18:31,65.7,82.4667,-1.61,97,100,9.6
476,Margate,GB,2022-11-30 21:14:48,51.3813,1.3862,47.89,90,74,1.99
477,El Tigre,VE,2022-11-30 21:18:32,8.8875,-64.2454,80.96,59,56,8.75
478,Muros,ES,2022-11-30 21:18:33,42.7762,-9.0603,51.1,91,97,4.94
479,Anadyr,RU,2022-11-30 21:18:33,64.75,177.4833,28.9,86,0,8.95
480,Sayyan,YE,2022-11-30 21:18:33,15.1718,44.3244,50.04,37,0,3.65
481,Hovd,MN,2022-11-30 21:18:34,48.0056,91.6419,-3.08,77,100,2.68
482,Ust-Nera,RU,2022-11-30 21:18:34,64.5667,143.2,-19.61,98,100,9.08
483,Opuwo,NA,2022-11-30 21:18:35,-18.0607,13.84,72.82,44,32,7.99
484,Yashan,CN,2022-11-30 21:18:35,22.1975,109.9419,52.92,76,100,12.55
485,Kaffrine,SN,2022-11-30 21:18:36,14.1059,-15.5508,85.89,20,88,5.68
486,Ust-Tsilma,RU,2022-11-30 21:18:36,65.441,52.1498,-6.43,100,99,2.71
487,Kang,BW,2022-11-30 21:18:37,-23.6752,22.7876,77.31,26,0,5.93
488,Ginda,IN,2022-11-30 21:18:37,30.6945,78.4932,47.55,19,0,7.14
489,Sechura,PE,2022-11-30 21:18:38,-5.5569,-80.8222,75.85,62,23,18.03
490,Wanaka,NZ,2022-11-30 21:13:54,-44.7,169.15,55.11,66,24,3.0
491,Kaitong,CN,2022-11-30 21:18:38,44.8135,123.15,5.49,42,6,16.15
492,Banes,CU,2022-11-30 21:18:39,20.9625,-75.7186,81.79,65,4,13.13
493,Bellavista,PE,2022-11-30 21:18:39,-7.0561,-76.5911,91.42,44,86,4.74
494,Yumen,CN,2022-11-30 21:18:40,40.2833,97.2,4.53,78,63,2.68
495,Tautira,PF,2022-11-30 21:18:40,-17.7333,-149.15,78.35,81,34,12.35
496,Quetame,CO,2022-11-30 21:18:41,4.3323,-73.8614,67.37,93,93,0.54
497,Korla,CN,2022-11-30 21:18:41,41.7597,86.1469,15.49,18,83,3.91
498,Gamba,GA,2022-11-30 21:18:42,-2.65,10.0,76.14,86,87,4.7
499,Canillo,AD,2022-11-30 21:18:42,42.5833,1.6667,27.43,68,28,1.36
500,Aksarka,RU,2022-11-30 21:18:43,66.5606,67.7975,-8.57,99,8,3.24
501,Tessalit,ML,2022-11-30 21:18:43,20.1986,1.0114,71.89,18,25,7.0
502,Macusani,PE,2022-11-30 21:18:44,-14.0833,-70.4333,51.73,37,51,6.76
503,Mackay,AU,2022-11-30 21:18:44,-21.15,149.2,69.67,86,100,10.0
504,Malinyi,TZ,2022-11-30 21:18:45,-8.9333,36.1333,72.88,84,58,1.34
505,Itupiranga,BR,2022-11-30 21:18:45,-5.1347,-49.3267,84.52,92,100,1.77
506,Lamu,KE,2022-11-30 21:18:46,-2.2717,40.902,77.67,90,41,7.92
507,Carballo,ES,2022-11-30 21:18:46,43.213,-8.691,53.87,87,100,3.13
508,Port Hardy,CA,2022-11-30 21:15:23,50.6996,-127.4199,28.22,77,67,14.36
509,Parichhatgarh,IN,2022-11-30 21:18:47,28.9833,77.9333,59.9,42,0,4.97
510,Waiouru,NZ,2022-11-30 21:19:47,-39.4833,175.6667,47.48,90,97,5.73
511,Shubarkuduk,KZ,2022-11-30 21:19:48,49.1447,56.4872,17.82,36,98,6.55
512,Saiha,IN,2022-11-30 21:19:48,22.4833,92.9667,63.95,96,15,3.04
513,Svetlaya,RU,2022-11-30 21:19:49,46.5389,138.3297,3.24,68,75,16.17
514,Temir,KZ,2022-11-30 21:19:49,49.1414,57.13,15.46,43,95,8.14
515,Sisimiut,GL,2022-11-30 21:19:50,66.9395,-53.6735,17.08,85,100,27.65
516,Lakhnadon,IN,2022-11-30 21:19:50,22.6,79.6,56.98,59,9,3.51
517,Zasechnoye,RU,2022-11-30 21:19:50,53.1092,45.0764,20.68,77,4,3.33
518,Sorong,ID,2022-11-30 21:16:21,-0.8833,131.25,79.43,80,100,3.33
519,Iglesias,IT,2022-11-30 21:19:51,39.3114,8.535,46.78,79,4,1.68
520,Bathsheba,BB,2022-11-30 21:19:52,13.2167,-59.5167,81.21,74,40,18.41
521,Brande,DK,2022-11-30 21:19:52,55.9381,9.1218,39.72,88,93,6.69
522,Visnes,NO,2022-11-30 21:19:53,59.3556,5.2242,44.22,75,100,5.75
523,Luanda,AO,2022-11-30 21:19:53,-8.8368,13.2343,77.0,88,75,3.44
524,Bone,DE,2022-11-30 21:19:54,51.9669,12.1396,36.9,85,69,5.68
525,Fougamou,GA,2022-11-30 21:19:54,-1.2154,10.5838,73.38,97,65,1.88
526,Orlik,RU,2022-11-30 21:19:55,52.5178,99.825,-23.31,94,14,2.57
527,Kysyl-Syr,RU,2022-11-30 21:19:55,63.8986,122.7617,-29.61,98,100,4.29
528,Dubbo,AU,2022-11-30 21:19:56,-32.25,148.6167,62.73,67,40,12.66
529,Caceres,ES,2022-11-30 21:19:56,39.522,-6.3748,46.51,96,100,4.07
530,Praia,CV,2022-11-30 21:19:56,14.9215,-23.5087,75.16,66,77,14.2
531,Odienne,CI,2022-11-30 21:19:57,9.51,-7.5692,82.42,36,96,2.62
532,Zhigansk,RU,2022-11-30 21:19:57,66.7697,123.3711,-28.77,96,87,7.16
533,Karratha,AU,2022-11-30 21:19:58,-20.7377,116.8463,80.98,57,96,8.14
534,Careiro Da Varzea,BR,2022-11-30 21:19:58,-3.2003,-59.8119,92.03,59,97,1.92
535,Talaya,RU,2022-11-30 21:19:59,61.3833,152.75,-21.35,99,100,4.05
536,Monze,ZM,2022-11-30 21:19:59,-16.2833,27.4833,66.04,79,0,4.21
537,Kizilskoye,RU,2022-11-30 21:20:00,52.7255,58.8937,1.47,87,10,5.1
538,Windhoek,NA,2022-11-30 21:19:31,-22.5594,17.0832,76.42,38,92,5.01
539,Tianpeng,CN,2022-11-30 21:20:00,30.9866,103.9393,39.67,91,100,2.57
540,Waverly,US,2022-11-30 21:20:01,42.7392,-84.6208,30.13,72,100,31.07
541,Vao,NC,2022-11-30 21:20:02,-22.6667,167.4833,77.68,84,88,6.73
542,Basco,PH,2022-11-30 21:20:02,20.4487,121.9702,79.38,79,70,25.05
543,Buckeye,US,2022-11-30 21:15:18,33.3703,-112.5838,73.29,30,0,8.05
544,Najran,SA,2022-11-30 21:20:03,17.4924,44.1277,60.75,37,63,0.92
545,Puerto Quijarro,BO,2022-11-30 21:20:04,-17.7833,-57.7667,82.09,59,85,13.31
546,Oistins,BB,2022-11-30 21:20:04,13.0667,-59.5333,80.69,74,40,18.41
547,Sobolevo,RU,2022-11-30 21:20:05,54.4299,31.8996,19.09,88,100,7.29
548,Hamadan,IR,2022-11-30 21:20:06,34.7992,48.5146,36.48,87,40,2.3
549,Koulikoro,ML,2022-11-30 21:20:07,14.0,-7.75,78.24,16,88,7.31
550,Martinsville,US,2022-11-30 21:20:07,36.6915,-79.8725,58.82,44,40,14.97
551,Mnogovershinnyy,RU,2022-11-30 21:20:08,53.9353,139.9242,-4.36,90,100,18.7
552,Zheleznodorozhnyy,RU,2022-11-30 21:20:09,55.7503,38.0042,9.14,96,82,3.24
553,Xinzhi,CN,2022-11-30 21:20:09,36.4989,111.7047,20.5,14,0,7.14
554,College,US,2022-11-30 21:21:10,64.8569,-147.8028,4.21,78,100,0.0
555,Nanakuli,US,2022-11-30 21:21:10,21.3906,-158.1547,85.03,55,0,9.22
556,Mitsamiouli,KM,2022-11-30 21:21:10,-11.3847,43.2844,78.22,76,1,5.64
557,Verkhneuralsk,RU,2022-11-30 21:21:11,53.8769,59.2106,-0.09,91,59,3.11
558,Garissa,KE,2022-11-30 21:21:11,-0.4536,39.6401,77.2,77,99,9.73
559,Faanui,PF,2022-11-30 21:17:46,-16.4833,-151.75,80.06,77,15,12.77
560,Ugoofaaru,MV,2022-11-30 21:21:12,5.6667,73.0,80.92,67,26,2.84
561,Namie,JP,2022-11-30 21:21:13,37.4833,141.0,44.71,78,39,7.14
562,Sebring,US,2022-11-30 21:21:13,27.4956,-81.4409,84.78,65,86,3.0
563,Estrela,BR,2022-11-30 21:21:14,-28.0611,-50.9383,64.35,95,100,5.39
564,Half Moon Bay,US,2022-11-30 21:21:08,37.4636,-122.4286,61.11,60,0,6.91
565,Nagar Karnul,IN,2022-11-30 21:21:14,16.4821,78.3247,66.6,79,4,5.1
566,Skjervoy,NO,2022-11-30 21:21:15,70.0311,20.9714,30.2,71,74,7.05
567,Russkaya Polyana,UA,2022-11-30 21:21:15,49.417,31.9201,32.27,56,79,12.8
568,Oktyabrskiy,RU,2022-11-30 21:21:16,54.4815,53.471,3.42,99,77,1.79
569,Yinchuan,CN,2022-11-30 21:21:16,38.4681,106.2731,12.69,14,0,2.82
570,Meulaboh,ID,2022-11-30 21:21:17,4.1363,96.1285,75.18,90,100,3.56
571,Waddan,LY,2022-11-30 21:21:17,29.1614,16.139,56.44,42,0,5.12
572,Ostrovnoy,RU,2022-11-30 21:21:13,68.0531,39.5131,20.41,93,85,7.52
573,Suntar,RU,2022-11-30 21:21:18,62.1444,117.6319,-10.71,96,100,7.54
574,Bairiki,KI,2022-11-30 21:21:18,1.3292,172.9752,84.2,74,40,6.91
575,Derzhavinsk,KZ,2022-11-30 21:21:19,51.1,66.3167,10.45,85,100,12.55
576,Bilibino,RU,2022-11-30 21:21:19,68.0546,166.4372,8.78,96,100,3.96
577,Anqing,CN,2022-11-30 21:21:20,30.5092,117.0506,30.63,79,100,10.29
578,Trincomalee,LK,2022-11-30 21:21:20,8.5711,81.2335,79.63,79,77,6.4
579,Kvarkeno,RU,2022-11-30 21:21:21,52.0833,59.725,3.88,88,8,8.52
580,Sharjah,AE,2022-11-30 21:21:21,25.3573,55.4033,78.78,83,85,5.75
581,Owando,CG,2022-11-30 21:21:22,-0.4819,15.8999,68.45,99,100,2.33
582,Richards Bay,ZA,2022-11-30 21:21:22,-28.783,32.0377,67.19,88,10,7.23
583,Chortomlyk,UA,2022-11-30 21:21:22,47.6232,34.142,35.04,53,86,17.96
584,Barra Patuca,HN,2022-11-30 21:21:23,15.8,-84.2833,80.92,79,4,9.24
585,Bandarbeyla,SO,2022-11-30 21:21:23,9.4942,50.8122,77.99,83,7,15.95
586,San Cristobal,VE,2022-11-30 21:21:24,7.7669,-72.225,71.78,73,49,5.55
587,Sibu,MY,2022-11-30 21:21:25,2.3,111.8167,75.51,100,40,0.0
588,Ca Mau,VN,2022-11-30 21:21:25,9.1769,105.15,76.51,92,100,7.74
589,Hailey,US,2022-11-30 21:21:26,43.5196,-114.3153,25.0,80,100,5.75
590,Maneadero,MX,2022-11-30 21:21:26,31.7167,-116.5667,60.1,72,17,3.0
